Index,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
1135,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,38,Once a month,Female
1136,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,29,Once a week,Female
1137,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Female
1138,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,21,Once a week,Male
1139,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,35,Once a year,Female
1140,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,27,Every three months,Male
1141,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,19,Never,Male
1142,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,29,Every three months,Male
1143,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,29,Once a week,Male
1144,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,29,Once a week,Male
1145,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,31,Once a week,Female
1146,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,55,Once a month,Female
1147,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,36,Every three months,Male
1148,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,48,Once a year,Female
1149,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,23,Every three months,Female
1150,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,35,Once a month,Male
1151,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,29,Never,Male
1152,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,52,Every three months,Female
1153,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,32,Once a week,Male
1154,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,39,Once a week,Female
1155,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,55,Once a month,Female
1156,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,41,Once a week,Male
1157,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,55,Never,Female
1158,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,29,Once a month,Female
1159,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,35,Once a week,Male
1160,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,44,Once a week,Male
1161,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,60,Every three months,Female
1162,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,40,Once a month,Female
1163,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,45,Once a year,Female
1164,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,37,Once a year,Female
1165,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Male
1166,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,1,53,Once a month,Male
1167,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,33,Once a month,Male
1168,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,37,Every three months,Male
1169,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,33,Once a month,Male
1170,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female
1171,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1,57,Every three months,Male
1172,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Female
1173,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,46,More than once a week,Female
1174,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,62,Every three months,Male
1175,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,53,Once a month,Female
1176,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,53,Once a year,Male
1177,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,35,Once a month,Female
1178,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,52,Once a year,Male
1179,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,23,Once a month,Female
1180,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,57,Never,Female
1181,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,29,Once a week,Female
1182,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,35,Once a year,Female
1183,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,44,Every three months,Male
1184,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,I hate it!-5,57,Every three months,Female
1185,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,49,Once a month,Male
1186,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,63,Once a month,Male
1187,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,50,Once a week,Male
1188,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,69,Once a month,Male
1189,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,55,Once a week,Male
1190,No,Yes,No,No,No,Yes,Yes,No,No,No,No,2,44,Once a week,Female
1191,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,1,65,Once a year,Female
1192,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,3,30,Every three months,Female
1193,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,70,Once a year,Female
1194,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,67,Every three months,Female
1195,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,60,Every three months,Male
1196,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,31,Every three months,Female
1197,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,50,Once a week,Female
1198,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,66,Once a year,Female
1199,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,24,Once a month,Male
1200,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,3,50,Once a month,Female
1201,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,42,Once a week,Female
1202,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,Once a week,Female
1203,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,24,Once a month,Female
1204,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,57,Once a month,Male
1205,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,I hate it!-5,64,Never,Male
1206,No,No,No,No,No,Yes,Yes,Yes,No,No,No,1,63,Once a month,Female
1207,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,62,Once a year,Female
1208,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,19,Once a week,Female
1209,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,22,Every three months,Female
1210,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1,20,Every three months,Female
1211,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,32,Once a month,Female
1212,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,22,Every three months,Female
1213,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,28,Once a year,Female
1214,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,4,47,Once a month,Female
1215,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Once a month,Male
1216,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,44,Every three months,Male
1217,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,27,Once a year,Female
1218,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,22,Once a month,Male
1219,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,66,Never,Female
1220,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,68,Every three months,Male
1221,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,59,Never,Male
1222,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,20,Once a month,Female
1223,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,39,Once a week,Female
1224,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,24,Every three months,Female
1225,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,49,Once a week,Male
1226,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,42,Every three months,Male
1227,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,20,Every three months,Female
1228,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,27,Once a year,Female
1229,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,22,Never,Female
1230,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,26,Once a year,Male
1231,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,58,Once a week,Male
1232,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,35,Once a year,Male
1233,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,28,Once a week,Male
1234,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,60,Never,Female
1235,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,61,Every three months,Female
1236,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,59,Once a month,Male
1237,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,64,Every three months,Female
1238,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,19,Never,Female
1239,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,69,Every three months,Female
1240,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,44,Once a month,Male
1241,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,29,Once a week,Female
1242,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,27,Every three months,Male
1243,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,26,Every three months,Male
1244,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,59,Once a year,Female
1245,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,40,Once a year,Male
1246,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,32,Once a year,Male
1247,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,49,Every three months,Female
1248,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,58,Every three months,Male
1249,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female
1250,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,54,Every three months,Male
1251,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,31,Once a week,Female
1252,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,45,Every three months,Female
1253,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,50,Every three months,Male
1254,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,23,Once a month,Male
1255,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,45,Once a year,Female
1256,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,3,30,Once a week,Male
1257,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,31,Every three months,Male
1258,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,40,Every three months,Female
1259,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,63,Once a month,Male
1260,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,62,Every three months,Female
1261,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,22,More than once a week,Male
1262,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,45,Once a month,Female
1263,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,54,Every three months,Female
1264,No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,70,Never,Female
1265,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,40,Once a month,Male
1266,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,43,Every three months,Male
1267,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,43,Once a week,Male
1268,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,47,Once a year,Female
1269,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,29,Once a year,Female
1270,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,66,Once a week,Female
1271,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,22,Every three months,Male
1272,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,64,Every three months,Female
1273,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,38,Once a month,Male
1274,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,54,Every three months,Male
1275,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Once a year,Male
1276,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,68,Every three months,Female
1277,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,65,Never,Female
1278,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,18,Once a month,Female
1279,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,53,Every three months,Female
1280,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,42,Once a month,Female
1281,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,30,Once a month,Female
1282,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,53,Once a year,Male
1283,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,27,Once a month,Male
1284,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,23,Once a week,Male
1285,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,40,Once a year,Male
1286,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,3,60,Every three months,Male
1287,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,59,Once a week,Male
1288,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,49,Once a month,Male
1289,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,44,Once a month,Male
1290,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,62,Never,Male
1291,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,37,Once a month,Female
1292,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,26,Once a month,Female
1293,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,58,Once a year,Female
1294,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Female
1295,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,51,Every three months,Female
1296,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,60,Once a month,Male
1297,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,3,35,Once a month,Female
1298,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,60,Once a week,Female
1299,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,65,Once a year,Female
1300,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,58,Every three months,Female
1301,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,49,Never,Male
1302,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,58,Every three months,Female
1303,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,26,Every three months,Female
1304,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,59,Every three months,Male
1305,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,28,Once a month,Female
1306,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,24,Every three months,Female
1307,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,36,More than once a week,Male
1308,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,I hate it!-5,66,Once a year,Male
1309,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,58,Every three months,Male
1310,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,31,Once a month,Female
1311,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,27,More than once a week,Male
1312,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,20,Once a week,Male
1313,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,37,Once a week,Male
1314,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,34,Once a month,Female
1315,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,47,Never,Male
1316,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,25,Every three months,Female
1317,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,67,Once a year,Male
1318,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,57,Once a month,Female
1319,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,48,Once a week,Female
1320,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,64,Once a month,Female
1321,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,38,Every three months,Female
1322,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,44,Once a year,Male
1323,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,47,Once a month,Female
1324,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,53,Every three months,Female
1325,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,37,Once a month,Male
1326,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Every three months,Male
1327,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,21,More than once a week,Male
1328,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,60,Never,Female
1329,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,48,Once a year,Female
1330,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,38,Once a year,Female
1331,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,24,Once a month,Male
1332,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,26,Once a month,Male
1333,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,40,Once a week,Female
1334,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,62,Once a month,Male
1335,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,26,Every three months,Male
1336,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,65,Once a month,Female
1337,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,2,50,Once a month,Male
1338,No,No,No,No,No,Yes,Yes,No,No,No,No,0,26,Never,Female
1339,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,44,Every three months,Female
1340,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,48,Once a week,Male
1341,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,29,Once a month,Female
1342,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,60,Once a year,Female
1343,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,More than once a week,Male
1344,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,37,Once a year,Female
1345,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,55,Once a year,Female
1346,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,39,Every three months,Female
1347,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,55,Once a month,Male
1348,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,18,Every three months,Male
1349,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,21,Once a week,Female
1350,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,2,31,Once a month,Male
1351,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,28,Once a month,Female
1352,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,39,Once a month,Male
1353,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,51,Every three months,Male
1354,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,Once a week,Female
1355,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Never,Female
1356,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,66,Never,Male
1357,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,34,Once a year,Female
1358,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,53,Every three months,Female
1359,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,42,Once a year,Male
1360,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,38,Every three months,Female
1361,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,29,Once a month,Female
1362,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,57,Every three months,Male
1363,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,26,Once a week,Male
1364,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,30,Once a week,Female
1365,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,1,46,Every three months,Male
1366,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,61,Every three months,Male
1367,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,39,Once a week,Male
1368,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,62,Every three months,Male
1369,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4,43,Once a month,Female
1370,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,36,Once a month,Female
1371,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,3,60,Every three months,Female
1372,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,54,Once a year,Female
1373,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,48,Once a week,Male
1374,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,20,Once a month,Male
1375,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,27,Once a month,Female
1376,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,68,Once a month,Female
1377,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,70,Once a month,Male
1378,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,28,Once a month,Female
1379,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,59,Never,Female
1380,No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,45,Once a year,Male
1381,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,2,67,Every three months,Male
1382,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,3,26,Once a week,Female
1383,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Never,Male
1384,No,Yes,No,No,No,Yes,Yes,No,No,No,No,4,55,Once a week,Male
1385,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,30,Once a year,Female
1386,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,33,Once a week,Male
1387,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,60,Every three months,Female
1388,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,57,Once a month,Female
1389,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,44,Once a month,Male
1390,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,59,Every three months,Female
1391,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,35,Never,Male
1392,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,60,Once a year,Male
1393,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,I hate it!-5,67,Never,Female
1394,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,29,Once a week,Female
1395,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,22,Once a month,Female
1396,Yes,No,No,No,No,Yes,No,Yes,No,No,No,4,54,Once a year,Female
1397,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3,21,More than once a week,Female
1398,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,4,62,Once a month,Female
1399,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Male
1400,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female
1401,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female
1402,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,52,Never,Female
1403,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,1,55,Every three months,Male
1404,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,32,Once a year,Female
1405,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,32,Once a month,Female
1406,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,47,Every three months,Male
1407,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,I hate it!-5,31,Once a year,Male
1408,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,55,Once a year,Male
1409,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,-4,60,Once a year,Female
1410,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,70,Once a week,Male
1411,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,4,49,Once a year,Female
1412,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,55,Once a year,Female
